condition	featureID	P_perm	E0	V0	obs	a_0	b_0	P_param	FDR
PAM3CSK4	(1.00854e+08,1.00856e+08]	0	0.00429205087427301	1.17274639312581e-05	1.32156471433262e-08	1.55978300731722	361.852267084335	3.62755451769185e-09	1.0701285827191e-07
PAM3CSK4	(1.00856e+08,1.00858e+08]	0.34	0.00236486609826991	4.78824128982554e-06	0.000736497342466755	1.16285751819911	490.559493717599	0.234672080887111	0.512801954531094
PAM3CSK4	(1.00858e+08,1.0086e+08]	0.22	0.00445718309267848	1.58673813106299e-05	0.00109318819546969	1.24199503171877	277.408221011439	0.171079435563731	0.461698924596256
PAM3CSK4	(1.0086e+08,1.00862e+08]	0.13	0.00395023374491847	1.2797351769817e-05	0.00058871533387262	1.2105749353989	305.245957404279	0.102583741835719	0.432317197736244
PAM3CSK4	(1.00862e+08,1.00864e+08]	0.31	0.00363894258904347	1.04162935055318e-05	0.00133613407304067	1.26300323045989	345.81673203733	0.257645823008959	0.542896555626022
PAM3CSK4	(1.00864e+08,1.00866e+08]	0.25	0.0034430980163431	8.28330240755859e-06	0.00116952541416546	1.42281248263572	411.81331262393	0.213389056362707	0.484229012515373
PAM3CSK4	(1.00866e+08,1.00868e+08]	0.58	0.00239241020264903	5.17368436860941e-06	0.00261325117511355	1.10125692522311	459.211495463031	0.659987451769809	0.91659116618727
PAM3CSK4	(1.00868e+08,1.0087e+08]	0.16	0.0046343538526232	1.20108959289111e-05	0.000886265545672827	1.77522475475675	381.28243791205	0.071906608379799	0.395288930119698
PAM3CSK4	(1.0087e+08,1.00872e+08]	0.98	0.00427025908402128	1.13385035117217e-05	0.0112648350183775	1.59710896794328	372.410401236633	0.956119128325055	0.972603940882384
PAM3CSK4	(1.00872e+08,1.00874e+08]	0.82	0.00361866845628888	8.71123245431154e-06	0.00652290590878548	1.49414595497242	411.405232095466	0.855581849341756	0.964413891328358
PAM3CSK4	(1.00874e+08,1.00876e+08]	0.86	0.0039734960315112	1.25302152761596e-05	0.00810647662601443	1.25106755038508	313.602034217852	0.88268390053782	0.964413891328358
PAM3CSK4	(1.00876e+08,1.00878e+08]	0.21	0.00425356348248861	1.42795195764036e-05	0.000927477692805436	1.25740256717431	294.354164616642	0.148111356993389	0.461698924596256
PAM3CSK4	(1.00878e+08,1.0088e+08]	0.65	0.00390073203661186	1.34556566205134e-05	0.00467150339810481	1.12249231140975	286.642035186034	0.694827194862889	0.91659116618727
PAM3CSK4	(1.0088e+08,1.00882e+08]	0.95	0.00313798751025314	9.29696291114331e-06	0.00852874351093368	1.05269777877284	334.416380837132	0.937121334352645	0.970002784680808
PAM3CSK4	(1.00882e+08,1.00884e+08]	0.81	0.00490084117279686	1.82951655094735e-05	0.00925233031920823	1.30148442156377	264.261992474592	0.862296335106619	0.964413891328358
PAM3CSK4	(1.00884e+08,1.00886e+08]	0.85	0.00248496982173433	7.16645152365076e-06	0.00460450016209366	0.857038061840854	344.031682253766	0.837083213258018	0.964413891328358
PAM3CSK4	(1.00886e+08,1.00888e+08]	0.16	0.00341973069527552	1.2974887647194e-05	0.000640711117431559	0.894820478087829	260.769198657704	0.194390959022721	0.477877774264188
PAM3CSK4	(1.00888e+08,1.0089e+08]	0.39	0.00488691914574379	1.95803372211381e-05	0.00223625997226834	1.20884444663752	246.154455535592	0.329063668820168	0.628598087484128
PAM3CSK4	(1.0089e+08,1.00892e+08]	0.93	0.00312167761317979	6.46728002050362e-06	0.00719885524711844	1.49897050701605	478.682102864356	0.92563491334146	0.970002784680808
PAM3CSK4	(1.00892e+08,1.00894e+08]	0.68	0.00505249755144098	2.06620907303854e-05	0.00595743921680342	1.22419158223722	241.070152902518	0.686726203108902	0.91659116618727
PAM3CSK4	(1.00894e+08,1.00896e+08]	0.65	0.00426044261916941	1.34286581665041e-05	0.00451760273410265	1.34166989615344	313.571595246002	0.63931134519218	0.91659116618727
PAM3CSK4	(1.00896e+08,1.00898e+08]	0.39	0.00361701699267697	1.16972722356757e-05	0.0019671086005599	1.11078734238531	305.98960633401	0.40018387624447	0.694436726424227
PAM3CSK4	(1.00898e+08,1.009e+08]	0.83	0.0028786141368971	6.50328815873661e-06	0.00491272631184338	1.26764265811537	439.097963091942	0.828101016704024	0.964413891328358
PAM3CSK4	(1.009e+08,1.00902e+08]	1	0.00218275550617937	5.45409639426723e-06	0.0123364466616301	0.869459710745914	397.461781825229	0.994773159686975	0.994773159686975
PAM3CSK4	(1.00902e+08,1.00904e+08]	0.62	0.00282660226181163	5.89359075887976e-06	0.0033303568909172	1.3489972728412	475.901477994449	0.6849045462108	0.91659116618727
PAM3CSK4	(1.00904e+08,1.00906e+08]	0	0.00439059157240614	1.92045256866555e-05	3.30938130176416e-11	0.994991321977444	225.623974612075	8.21766183508194e-09	1.61614016089945e-07
PAM3CSK4	(1.00906e+08,1.00908e+08]	0.04	0.00230070253807247	5.7679705583074e-06	0.000202661473551807	0.913281990303843	396.04459291559	0.0995041157844072	0.432317197736244
PAM3CSK4	(1.00908e+08,1.0091e+08]	0.6	0.00353397170543641	1.02196228807606e-05	0.00303370930625353	1.21420376116794	342.366295001767	0.557083863091634	0.888322916821795
PAM3CSK4	(1.0091e+08,1.00912e+08]	0.04	0.00449307987450133	1.49562526673028e-05	9.52667045578015e-05	1.33922997409947	296.72579702436	0.00694868677510753	0.051246564966418
PAM3CSK4	(1.00912e+08,1.00914e+08]	0.36	0.00458062605446601	1.28507628883604e-05	0.00279963145243286	1.62069438040279	352.194343374676	0.378852344296225	0.677342070105373
IAV	(1.00796e+08,1.00798e+08]	0.03	0.00431536241597287	1.94638791039228e-05	0.000128165537968138	0.948320568011957	218.806239211683	0.0339798620854445	0.11793010959066
IAV	(1.00798e+08,1.008e+08]	0.08	0.00416022712854537	2.35779927187306e-05	0.000275511275029783	0.726838669947272	173.984456528354	0.117810388304299	0.267338958075141
IAV	(1.008e+08,1.00802e+08]	0.24	0.00473539604266486	1.61843639025074e-05	0.00156654350956584	1.37423688915962	288.831033541878	0.213770715682064	0.420415740841393
IAV	(1.00802e+08,1.00804e+08]	0.04	0.00378740148976276	1.61613676703132e-05	9.96543419774164e-05	0.880425017669149	231.581071353633	0.0375024451432834	0.122924681302984
IAV	(1.00804e+08,1.00806e+08]	0.33	0.00393321409156945	1.40010993569602e-05	0.00152187799553763	1.09664647572137	277.720232084728	0.300811957255557	0.521997219943466
IAV	(1.00806e+08,1.00808e+08]	0.36	0.00433882993527453	1.23383749880311e-05	0.00226842765271428	1.51480488390118	347.612703338044	0.330759528781251	0.542078116613717
IAV	(1.00808e+08,1.0081e+08]	0.09	0.00291789932004063	8.2146884439651e-06	0.000297810799403554	1.03051058757476	352.138147596426	0.0916654192697481	0.235141727691962
IAV	(1.0081e+08,1.00812e+08]	0	0.00228523787152539	7.87283984596071e-06	4.00838460845433e-18	0.659531591372375	287.945693969737	1.55927037365089e-10	1.31424217207718e-09
IAV	(1.00812e+08,1.00814e+08]	0.08	0.00149044407262878	6.29842056214623e-06	9.32760783915803e-05	0.350679215639637	234.934375809017	0.292107917845177	0.521997219943466
IAV	(1.00814e+08,1.00816e+08]	0.01	0.00279841607179999	1.6916584576763e-05	6.22214681955019e-05	0.458832459143784	163.502654100164	0.137028361075587	0.299432344572579
IAV	(1.00816e+08,1.00818e+08]	0.54	0.00326794379606555	8.58983253277917e-06	0.00325402323683668	1.23593628393534	376.964045436481	0.61686192408721	0.727897070422908
IAV	(1.00818e+08,1.0082e+08]	0	0.00342068304361787	8.78029293461193e-06	1.28539881649323e-09	1.32467245820976	385.929113209323	3.76218238774279e-09	2.77460951096031e-08
IAV	(1.0082e+08,1.00822e+08]	0.09	0.00356890205101411	9.35396162784769e-06	0.000439997134315206	1.35324706839183	377.824171938472	0.0666184972750438	0.20607440096931
IAV	(1.00822e+08,1.00824e+08]	0.08	0.00281425397443862	1.21618413622051e-05	0.000105900185208611	0.64657231787607	229.102527709618	0.0993945843846533	0.244345019945606
IAV	(1.00824e+08,1.00826e+08]	0.31	0.00330248347912151	1.75231451318658e-05	0.00110810793125275	0.617041573009035	186.224641938811	0.390408784031766	0.575852956446855
IAV	(1.00826e+08,1.00828e+08]	0	0.00305916059406563	6.95111801671838e-06	0.000130888913265234	1.33914715426939	436.410723469443	0.0175360942219123	0.0646643474433017
IAV	(1.00828e+08,1.0083e+08]	0.93	0.00334306903929046	7.1334435377095e-06	0.00638397609582375	1.55813954917284	464.52243816559	0.877037340604723	0.892158674063425
IAV	(1.0083e+08,1.00832e+08]	0.6	0.00486600189403348	2.66006480285511e-05	0.00392819228990463	0.880930364382847	180.156887451309	0.566645552390548	0.696501824813382
IAV	(1.00832e+08,1.00834e+08]	0.01	0.00489234742956365	1.90053677177156e-05	2.48175091555274e-05	1.2483306935324	253.911531009857	0.00157728371404459	0.00664712422347364
IAV	(1.00834e+08,1.00836e+08]	0.01	0.00383370571761082	9.71799261598079e-06	1.80853860003643e-05	1.50274846475316	390.480511452671	0.000438112790948983	0.00215405455549917
IAV	(1.00836e+08,1.00838e+08]	0.65	0.00441856024281243	1.70710537536004e-05	0.00543640680402114	1.13419938141743	255.555608857003	0.705008040277386	0.773491857188438
IAV	(1.00838e+08,1.0084e+08]	0.61	0.00220676329433082	8.90140732124644e-06	0.00130354828643632	0.543668462566492	245.820979691215	0.543961127231418	0.688522068494752
IAV	(1.0084e+08,1.00842e+08]	0.44	0.00264677213049142	5.47875612361505e-06	0.00202147353141522	1.27261732950984	479.546005040356	0.504824736248295	0.661881320858876
IAV	(1.00842e+08,1.00844e+08]	0.17	0.00399051484002343	1.28440690919527e-05	0.000817268531258024	1.23087226764825	307.218617833992	0.142228915002945	0.299696642327635
IAV	(1.00844e+08,1.00846e+08]	0.33	0.00470471219736848	1.8253481402686e-05	0.00239131908657755	1.20219827707645	254.328475363042	0.363435931020296	0.56428210342625
IAV	(1.00846e+08,1.00848e+08]	0	0.00451447555500371	1.48188698380004e-05	6.00174452936358e-05	1.36458333937331	300.903824750875	0.00340958855586395	0.0134110483197316
IAV	(1.00848e+08,1.0085e+08]	0	0.00338927443231507	9.21135767095216e-06	2.85926165950882e-27	1.23945118156062	364.45863739547	1.67461741679166e-30	9.88024275907079e-29
IAV	(1.0085e+08,1.00852e+08]	0	0.00376555672314284	1.07421624314984e-05	1.54164686454095e-19	1.31124193126011	346.908696757039	3.92718041503116e-22	7.72345481622794e-21
IAV	(1.00852e+08,1.00854e+08]	0	0.00474800412400787	2.62756447809038e-05	1.73406097192825e-22	0.849141843785672	177.992708670214	2.86444505768157e-17	4.22505646008032e-16
IAV	(1.00854e+08,1.00856e+08]	0	0.00283811683570105	5.03734364479325e-06	9.11368399750133e-21	1.5916622730144	559.224669525829	2.10710590695631e-28	6.2159624255211e-27
IAV	(1.00856e+08,1.00858e+08]	0.11	0.00435675943021719	1.51824493793836e-05	0.000744515508143107	1.24041311089994	283.469617536375	0.114941663721697	0.267338958075141
IAV	(1.00858e+08,1.0086e+08]	0.1	0.00352548489533546	1.04235794483153e-05	0.000427450850694214	1.18466763078585	334.845032100244	0.0847593195920066	0.235141727691962
IAV	(1.0086e+08,1.00862e+08]	0.61	0.00364306718932858	1.37987047136709e-05	0.00331393919999194	0.954677895285196	261.098654000892	0.600505856882491	0.723058072572796
IAV	(1.00862e+08,1.00864e+08]	0.62	0.00377729167118412	1.03110516287479e-05	0.00396363810789345	1.37474729911489	362.575780959648	0.633770847241569	0.733185882102992
IAV	(1.00864e+08,1.00866e+08]	0.28	0.00384016060405646	1.21264402528162e-05	0.00120699944108074	1.20757909762624	313.252992252083	0.228568357900064	0.43501719729367
IAV	(1.00866e+08,1.00868e+08]	0.35	0.00440908362353536	2.44592141205638e-05	0.00184678973184733	0.786879861195429	177.681012422617	0.389987812569302	0.575852956446855
IAV	(1.00868e+08,1.0087e+08]	0.35	0.0038932265464971	9.52005327694339e-06	0.00215576435835167	1.58204353655103	404.775900871916	0.344234221040388	0.548914028145484
IAV	(1.0087e+08,1.00872e+08]	0.91	0.00439992634140644	1.31458943563728e-05	0.0106883560134899	1.46177434566452	330.765229526693	0.935440931625686	0.935440931625686
IAV	(1.00872e+08,1.00874e+08]	0.87	0.00360482322936553	1.24524935834381e-05	0.00662488922998453	1.03617942959514	286.406328473216	0.842304991928012	0.887428473638441
IAV	(1.00874e+08,1.00876e+08]	0.12	0.00364413164763437	1.05626544651892e-05	0.000408218351100487	1.24900524265313	341.4952651143	0.0698557291421388	0.20607440096931
IAV	(1.00876e+08,1.00878e+08]	0.67	0.00354219349900765	1.32401691733034e-05	0.0043493270850516	0.940757704900868	264.645440554574	0.707941699799587	0.773491857188438
IAV	(1.00878e+08,1.0088e+08]	0.83	0.00372064418057118	1.14379420152963e-05	0.00708765681088745	1.20206335997486	321.877301834879	0.860496021057493	0.890688863901615
IAV	(1.0088e+08,1.00882e+08]	0.23	0.00205458207841412	7.25323316618584e-06	0.000739312355760922	0.578739444205997	281.103579449917	0.419532296209376	0.603717206740321
IAV	(1.00882e+08,1.00884e+08]	0.13	0.00222741648433062	4.57735448336445e-06	0.000532425485430284	1.07925603508546	483.453404416066	0.195780611843664	0.398312279268144
IAV	(1.00884e+08,1.00886e+08]	0.74	0.00350898634950654	1.18972086059687e-05	0.00494748673545882	1.02780680463995	291.879233082958	0.755654860258209	0.810611577367897
IAV	(1.00886e+08,1.00888e+08]	0.59	0.00296092224969201	2.08087394504851e-05	0.00145529700836631	0.417107866867424	140.453820746949	0.54848368168226	0.688522068494752
IAV	(1.00888e+08,1.0089e+08]	0	0.00317945686162362	9.41026030448441e-06	4.25592020640988e-06	1.06765223656209	334.729398337943	0.000886752367029626	0.00402449151190369
IAV	(1.0089e+08,1.00892e+08]	0.31	0.00452677866735359	1.59215741961519e-05	0.00164859135958891	1.27668846725245	280.753550046444	0.253109462450753	0.466670571393575
IAV	(1.00892e+08,1.00894e+08]	0.39	0.00394408087948659	1.30560275621521e-05	0.00259670221370519	1.18281970921181	298.714607689838	0.456774563380315	0.626737191614851
IAV	(1.00894e+08,1.00896e+08]	0.41	0.00391350506393979	1.3412934173033e-05	0.00239732734252779	1.13346511144328	288.495676265519	0.437284244666987	0.614280248460768
IAV	(1.00896e+08,1.00898e+08]	0.08	0.00396810183885286	1.43723542662358e-05	0.000438778466060353	1.08724846903503	272.909869848206	0.0899722596020235	0.235141727691962
IAV	(1.00898e+08,1.009e+08]	0.52	0.00494130508907547	2.4092295703863e-05	0.00331757071002606	1.00350749224026	202.082008206613	0.487376075202297	0.653527009930353
IAV	(1.009e+08,1.00902e+08]	0.65	0.00430628584622022	1.53734874393025e-05	0.00493443230003481	1.1967381535769	276.708212031585	0.675772000084908	0.766741307788646
IAV	(1.00902e+08,1.00904e+08]	0.41	0.00190649341828921	5.1063442667424e-06	0.00054701638027236	0.708540628855948	370.937446741903	0.326765337593362	0.542078116613717
IAV	(1.00904e+08,1.00906e+08]	0	0.00259429123192054	6.00900496066896e-06	5.05868236221683e-18	1.11454349776283	428.499327161524	4.30088995340577e-17	5.07505014501881e-16
IAV	(1.00906e+08,1.00908e+08]	0	0.00363460561796239	9.51890266072332e-06	1.90966204215005e-07	1.37912389353538	378.063390232256	1.58620465687312e-06	9.35860747555141e-06
IAV	(1.00908e+08,1.0091e+08]	0	0.0046379366210984	2.20249484448807e-05	1.06085382312127e-06	0.967472941314385	207.632389530558	0.000293526427835262	0.0015743690220255
IAV	(1.0091e+08,1.00912e+08]	0	0.00358880654519056	9.78975185215964e-06	9.56609855614234e-09	1.30730348800546	362.965184188268	6.22691970699378e-08	4.08209180791814e-07
IAV	(1.00912e+08,1.00914e+08]	0	0.00470435195750342	1.93294994088791e-05	1.73970917288104e-13	1.13483967878934	240.097042850593	1.56403553149898e-12	1.53796827264067e-11
R848	(1.00796e+08,1.00798e+08]	0.8	0.00395610867616202	1.21876701457457e-05	0.00631360451651139	1.27511359225144	321.039993658159	0.804867041032256	0.969125620834757
R848	(1.00798e+08,1.008e+08]	0.97	0.00410387434631754	1.53423524628538e-05	0.013038867249885	1.08912274282335	264.299788055733	0.962839076109206	0.995151953040699
R848	(1.008e+08,1.00802e+08]	0.49	0.00388089975197915	8.84427054236205e-06	0.00358767729892171	1.69246376722182	434.408408552067	0.562696728213321	0.846633271618615
R848	(1.00802e+08,1.00804e+08]	0.04	0.00385297301303977	9.96194598314639e-06	0.000148353290467435	1.48061623959457	382.798285944165	0.0105574518604486	0.0444921185547476
R848	(1.00804e+08,1.00806e+08]	0.91	0.00339999209849216	1.02991839246567e-05	0.0061849213842589	1.11519761991733	326.884864619022	0.842616030590046	0.994002203037738
R848	(1.00806e+08,1.00808e+08]	0.05	0.00230373861017218	6.40374068175828e-06	0.000314567135300198	0.824554408666611	357.095569439493	0.167102681255025	0.410794091418603
R848	(1.00808e+08,1.0081e+08]	0.21	0.0026270259100072	7.76349103107096e-06	0.000985658563711547	0.883976088847046	335.609122620112	0.338385255890611	0.688438968880898
R848	(1.0081e+08,1.00812e+08]	0	0.0042797237156407	1.67227340087101e-05	3.60005507103149e-11	1.0863103378736	252.740901428989	1.77080110338872e-09	2.08954530199869e-08
R848	(1.00812e+08,1.00814e+08]	0.72	0.00255124699166151	1.34202420021042e-05	0.00234199492203715	0.481214656697444	188.138177456354	0.664984258771668	0.912420262035544
R848	(1.00814e+08,1.00816e+08]	0.18	0.00511369125751443	2.25939681402636e-05	0.000861446859115291	1.14634920876464	223.026200723755	0.127458849095031	0.395793268242465
R848	(1.00816e+08,1.00818e+08]	0.31	0.00505561759031824	2.11758880380906e-05	0.00195978035042598	1.19584095320427	235.341225357817	0.283179985649773	0.636125611361814
R848	(1.00818e+08,1.0082e+08]	0	0.00400355920867164	1.48056169131836e-05	6.1090429916617e-08	1.07425717365192	267.251279595006	6.96757986603089e-06	5.13859015119778e-05
R848	(1.0082e+08,1.00822e+08]	0	0.00430388034584206	1.23384939280542e-05	2.82507865293141e-07	1.49050283608098	344.825546010616	7.95665829089401e-07	6.70632627375353e-06
R848	(1.00822e+08,1.00824e+08]	0	0.003031043557482	8.22252217355085e-06	1.2766643706886e-05	1.1109067452058	365.398753752272	0.00243929999560641	0.0130835181582525
R848	(1.00824e+08,1.00826e+08]	0.16	0.00385805891768653	1.08979011588824e-05	0.00086837861011012	1.35669684615978	350.296006004038	0.138859908312569	0.409636729522079
R848	(1.00826e+08,1.00828e+08]	0.49	0.00556800935560753	2.02859376464722e-05	0.00428564639251657	1.514209150608	270.433816418539	0.487004887613484	0.83071023459282
R848	(1.00828e+08,1.0083e+08]	0.32	0.00337465576311344	1.29543980556673e-05	0.00156729744658058	0.872765622881054	257.750834573853	0.39711957546063	0.753509421659947
R848	(1.0083e+08,1.00832e+08]	0.77	0.00390123249943871	1.28299896211231e-05	0.00566842827102608	1.17772402251971	300.707391178677	0.768241790718976	0.954067294324287
R848	(1.00832e+08,1.00834e+08]	0.07	0.00416934634372106	1.39059691971615e-05	0.000358639379517514	1.24068968284066	296.333457571467	0.0518939979516668	0.191359117446771
R848	(1.00834e+08,1.00836e+08]	0.19	0.00467415268853177	2.1796061764297e-05	0.000776363291888305	0.993009928476569	211.45403548212	0.15387072293723	0.410794091418603
R848	(1.00836e+08,1.00838e+08]	0.39	0.00318805751828102	8.65428436270723e-06	0.00182352411781926	1.16748161553843	365.03720849555	0.408683076154547	0.753509421659947
R848	(1.00838e+08,1.0084e+08]	0.03	0.00465787004698784	1.19465481432566e-05	0.000270390600117801	1.80295191948251	385.273523227874	0.00945189038161173	0.0428970409626994
R848	(1.0084e+08,1.00842e+08]	0.27	0.00325944375331408	9.42939181043066e-06	0.00110414964418602	1.11975522671359	342.422060942094	0.262480044410073	0.619452904807771
R848	(1.00842e+08,1.00844e+08]	0.89	0.00483115107630992	1.7067297573078e-05	0.0121744078235997	1.35609089627443	279.341174590655	0.938173778626659	0.995151953040699
R848	(1.00844e+08,1.00846e+08]	0.56	0.00435787404728925	1.45561006538848e-05	0.00373400749447726	1.29463737111235	295.785396852837	0.550160614383848	0.846633271618615
R848	(1.00846e+08,1.00848e+08]	0.86	0.00481225687826817	1.89619680795176e-05	0.0102724623781538	1.21058768500535	250.352808789584	0.892917233237291	0.994002203037738
R848	(1.00848e+08,1.0085e+08]	0	0.00460404662575609	1.50513039390638e-05	1.54571157811877e-20	1.39724474413102	302.084639282523	4.91709687245058e-25	1.45054357737292e-23
R848	(1.0085e+08,1.00852e+08]	0	0.0032857158780759	8.52646461503843e-06	1.22407401328402e-09	1.25872110201002	381.830124287481	9.455099279428e-09	9.29751429143753e-08
R848	(1.00852e+08,1.00854e+08]	0	0.00503154241880717	2.33383953156016e-05	8.49956820111437e-16	1.07426453320991	212.431742927735	1.9766042067989e-14	2.91549120502838e-13
R848	(1.00854e+08,1.00856e+08]	0	0.00284038105006597	4.17040562055608e-06	2.53467577938148e-18	1.92619235967211	676.219565452427	1.93425212556871e-29	1.14120875408554e-27
R848	(1.00856e+08,1.00858e+08]	0.75	0.00425650528522986	9.4545216624498e-06	0.00608011802942829	1.9039012225519	445.388206967345	0.776190341145183	0.954067294324287
R848	(1.00858e+08,1.0086e+08]	0.3	0.00478049187643525	2.15806412406382e-05	0.00179452325671886	1.0491202359016	218.409517707421	0.301890120646285	0.636125611361814
R848	(1.0086e+08,1.00862e+08]	0.86	0.00410604104546075	1.22815964285609e-05	0.00824987593422353	1.36300832927698	330.588941051207	0.883699646141931	0.994002203037738
R848	(1.00862e+08,1.00864e+08]	0.03	0.00332324748965809	9.11817537103032e-06	0.000144190979412165	1.20385599300028	361.049029699886	0.0251023821350302	0.0987360363977854
R848	(1.00864e+08,1.00866e+08]	0.65	0.00446777260910758	1.6426601263457e-05	0.00492301956666822	1.20526579273917	268.563564940104	0.659632761239114	0.912420262035544
R848	(1.00866e+08,1.00868e+08]	0.87	0.00483491711870361	1.91707728130544e-05	0.00986798920782029	1.20864774741538	248.774489034762	0.880741582721444	0.994002203037738
R848	(1.00868e+08,1.0087e+08]	0.53	0.0040612936906215	1.39354114937905e-05	0.0033025861014132	1.17474272213471	288.078586788969	0.538590489893761	0.846633271618615
R848	(1.0087e+08,1.00872e+08]	0.48	0.00538233037331178	1.83579167195252e-05	0.00430454556813163	1.56416160940248	289.046317665217	0.500639681062518	0.83071023459282
R848	(1.00872e+08,1.00874e+08]	0.98	0.00538439709434445	2.19113753311791e-05	0.0186183135461119	1.31062742944935	242.101477302942	0.980029786366382	0.995151953040699
R848	(1.00874e+08,1.00876e+08]	0.95	0.00399203163061012	1.59890147010131e-05	0.0125678763510758	0.988733196089871	246.687960672881	0.956812514419499	0.995151953040699
R848	(1.00876e+08,1.00878e+08]	0.13	0.00401280703649128	2.16496121561193e-05	0.000413695158323766	0.736785849695396	182.871806089883	0.15776017010389	0.410794091418603
R848	(1.00878e+08,1.0088e+08]	0.29	0.00397685128966226	1.24957436483364e-05	0.00170110672126204	1.25664847390519	314.734164954754	0.301270371619844	0.636125611361814
R848	(1.0088e+08,1.00882e+08]	0.52	0.00475274159830552	1.60710954396504e-05	0.00374499658644805	1.3941061744364	291.932628637622	0.506874041446466	0.83071023459282
R848	(1.00882e+08,1.00884e+08]	0.48	0.00294658833845485	7.59258376407777e-06	0.00259900805374317	1.13721856456508	384.806942594173	0.573988658724485	0.846633271618615
R848	(1.00884e+08,1.00886e+08]	0.66	0.0033487718039253	9.83395252035968e-06	0.00419707574543358	1.13319510836618	337.258064349175	0.71227389439019	0.951214247761442
R848	(1.00886e+08,1.00888e+08]	0	0.00385046668196697	1.21885480656382e-05	5.04463917715161e-05	1.20786123266952	312.484304531636	0.00596343854332853	0.0293202395046986
R848	(1.00888e+08,1.0089e+08]	0.06	0.00319889797925273	1.35543659759416e-05	0.000350886369425757	0.749341954332991	233.500690148297	0.161178445032816	0.410794091418603
R848	(1.0089e+08,1.00892e+08]	0.09	0.00474385500592796	2.02940560513359e-05	0.000369853428389502	1.09889968411883	230.548079986556	0.0611599069804439	0.212260853638011
R848	(1.00892e+08,1.00894e+08]	0.98	0.00317580482065152	6.16712574225494e-06	0.0107385576638706	1.62703352594721	510.694603927018	0.985526437307582	0.995151953040699
R848	(1.00894e+08,1.00896e+08]	0	0.00355932500750705	1.08263652072918e-05	4.00217252615918e-06	1.16245548330984	325.431907452944	0.000409684553491256	0.00241713886559841
R848	(1.00896e+08,1.00898e+08]	0.27	0.00307444803187868	1.59633700237519e-05	0.000892718567134629	0.587225112438573	190.414576300267	0.372176539851666	0.73194719504161
R848	(1.00898e+08,1.009e+08]	0.57	0.00426903476639718	1.46072915590565e-05	0.00400666343483643	1.23804587799005	288.767996643628	0.591981731494513	0.85187615019942
R848	(1.009e+08,1.00902e+08]	1	0.00383633894622221	1.14524768341371e-05	0.0178378814312991	1.27632649548509	331.417555191361	0.995151953040699	0.995151953040699
R848	(1.00902e+08,1.00904e+08]	0.63	0.00238067237592738	4.33195831227898e-06	0.00321393369502886	1.30282770057407	545.949164529798	0.741624667746209	0.951214247761442
R848	(1.00904e+08,1.00906e+08]	0	0.00516725031700774	2.00580346291239e-05	1.04455748049962e-13	1.31911542680067	253.964709794298	9.48459283191088e-15	1.86530325694247e-13
R848	(1.00906e+08,1.00908e+08]	0	0.00390688507679303	9.6111186282592e-06	4.46000330082081e-06	1.57802315556941	402.330237402923	3.30013686695669e-05	0.000216342305722716
R848	(1.00908e+08,1.0091e+08]	0.47	0.00399113034159501	1.17538702413504e-05	0.00263003048891394	1.3458235160747	335.857775687068	0.438051856690216	0.783183622567357
R848	(1.0091e+08,1.00912e+08]	0.63	0.00378683998889927	1.40317792393556e-05	0.00494623936820949	1.01432019957307	266.839669550838	0.728559769514497	0.951214247761442
R848	(1.00912e+08,1.00914e+08]	0.11	0.00337446807413262	7.10716975308988e-06	0.000522640749248602	1.59340877930377	470.602132650835	0.0648803767773591	0.212663457214677
